
-rw-r--r--. 1 USERNAME USERNAME   54300 May 26 10:00 /lib/modules/6.8.11-300.fc40.x86_64/kernel/drivers/hid/wacom.ko.xz
-rw-r--r--. 1 USERNAME USERNAME    6716 May 26 10:00 /lib/modules/6.8.11-300.fc40.x86_64/kernel/drivers/input/tablet/wacom_serial4.ko.xz
-rw-r--r--. 1 USERNAME USERNAME    5300 May 26 10:00 /lib/modules/6.8.11-300.fc40.x86_64/kernel/drivers/input/touchscreen/elo.ko.xz
-rw-r--r--. 1 USERNAME USERNAME    4264 May 26 10:00 /lib/modules/6.8.11-300.fc40.x86_64/kernel/drivers/input/touchscreen/wacom_i2c.ko.xz
-rw-r--r--. 1 USERNAME USERNAME    7648 May 26 10:00 /lib/modules/6.8.11-300.fc40.x86_64/kernel/drivers/input/touchscreen/wacom_w8001.ko.xz
total 24
-rw-r--r--. 1 USERNAME USERNAME  233 Nov  7 14:31 host.txt
-rw-r--r--. 1 USERNAME USERNAME 5249 Nov  7 14:31 kernel_drivers.txt
-rw-r--r--. 1 USERNAME USERNAME 1285 Nov  7 14:31 machine.txt
-rw-r--r--. 1 USERNAME USERNAME 1540 Nov  7 14:31 sysinfo.log
-rw-r--r--. 1 USERNAME USERNAME   22 Nov  7 14:31 uptime.txt

/sys/module/wacom/srcversion:424B9B529DB04CEBB62FEB8
/sys/module/wacom/version:v2.00

name:           hid_generic
filename:       (builtin)
license:        GPL
file:           drivers/hid/hid-generic
description:    HID generic driver
author:         Henrik Rydberg

filename:       /lib/modules/6.11.3-300.fc41.x86_64/kernel/drivers/hid/hid-multitouch.ko.xz
license:        GPL
description:    HID multitouch panels
author:         Benjamin Tissoires <benjamin.tissoires@gmail.com>
author:         Stephane Chatty <chatty@enac.fr>
alias:          hid:b*g0004v*p*
alias:          hid:b*g0002v*p*
alias:          hid:b0003g0004v000018D1p00005030
alias:          hid:b*g*v000018D1p00005028
alias:          hid:b0003g0002v00001477p00001025
alias:          hid:b0003g0002v00001477p00001026
alias:          hid:b0003g0002v00001477p00001024
alias:          hid:b0003g0002v00001477p00001022
alias:          hid:b0003g0002v00001477p00001023
alias:          hid:b0003g0002v00001477p00001021
alias:          hid:b0003g0002v00001477p0000100E
alias:          hid:b0003g0002v00001477p00001007
alias:          hid:b0003g0002v00001477p00001006
alias:          hid:b0003g0002v00002505p00000220
alias:          hid:b0003g0002v00000FB8p00001109
alias:          hid:b*g0004v00000416p0000C168
alias:          hid:b0003g0002v00000306p0000FF3F
alias:          hid:b0003g0002v0000227Dp00000A19
alias:          hid:b0003g0002v0000227Dp00000709
alias:          hid:b0003g0002v00001E5Ep00000313
alias:          hid:b0003g0002v00001784p00000016
alias:          hid:b0018g0004v000006CBp0000CE09
alias:          hid:b0018g0004v000006CBp0000CE08
alias:          hid:b0018g0004v000006CBp0000CDDC
alias:          hid:b0018g0004v000006CBp0000CD7E
alias:          hid:b0003g0002v00000483p00003261
alias:          hid:b0003g0002v00000B8Cp00000092
alias:          hid:b0018g0004v000006CBp00008323
alias:          hid:b0003g0002v00000408p00003001
alias:          hid:b0003g0002v00002087p00000703
alias:          hid:b0003g0002v0000093Ap00008003
alias:          hid:b0003g0002v0000093Ap00008002
alias:          hid:b0003g0002v0000093Ap00008001
alias:          hid:b0003g0002v000004DAp0000104D
alias:          hid:b0003g0002v000004DAp00001044
alias:          hid:b0018g0004v00001B96p00001B05
alias:          hid:b0003g0002v00000603p00000600
alias:          hid:b0003g0002v0000062Ap00007100
alias:          hid:b0003g0002v00000486p00000186
alias:          hid:b0003g0002v00000486p00000185
alias:          hid:b0005g0004v0000046Dp0000BB00
alias:          hid:b0003g0004v000017EFp000061AE
alias:          hid:b0003g0004v000017EFp000060FE
alias:          hid:b0003g0004v000017EFp000060B5
alias:          hid:b0003g0004v000017EFp000060A3
alias:          hid:b0018g0001v00001FD2p00007010
alias:          hid:b0003g*v00001FD2p00006007
alias:          hid:b0003g0002v0000222Ap00000001
alias:          hid:b0018g0004v0000347Dp00007853
alias:          hid:b0003g0002v000022EDp00001010
alias:          hid:b0003g0002v00001AADp0000000F
alias:          hid:b0018g*v000027C6p000001E8
alias:          hid:b0018g*v000027C6p000001E8
alias:          hid:b0005g0002v000025B6p00000002
alias:          hid:b0003g0002v00000DFCp0000E100
alias:          hid:b0003g0002v00000DFCp0000010A
alias:          hid:b0003g0002v00000DFCp00000106
alias:          hid:b0003g0002v00000DFCp00000102
alias:          hid:b0003g0002v00000DFCp00000101
alias:          hid:b0003g0002v00000DFCp00000100
alias:          hid:b0003g0002v00000DFCp00000003
alias:          hid:b0003g0002v000010C4p000081B9
alias:          hid:b0003g0002v000025B5p00000002
alias:          hid:b0003g0002v000003FCp000005D8
alias:          hid:b0018g0004v000004F3p00003148
alias:          hid:b0018g0004v000004F3p0000313A
alias:          hid:b0003g0002v00000EEFp0000C002
alias:          hid:b0003g0002v00000EEFp0000A001
alias:          hid:b0003g0002v00000EEFp000073F7
alias:          hid:b0003g0002v00000EEFp00007349
alias:          hid:b0003g0002v00000EEFp00007302
alias:          hid:b0003g0002v00000EEFp000072FA
alias:          hid:b0003g*v00000EEFp000072D0
alias:          hid:b0003g*v00000EEFp000072C4
alias:          hid:b0003g0002v00000EEFp000072AA
alias:          hid:b0003g0002v00000EEFp000072A1
alias:          hid:b0003g0002v00000EEFp0000726B
alias:          hid:b0003g0002v00000EEFp00007262
alias:          hid:b0003g0002v00000EEFp0000725E
alias:          hid:b0003g0002v00000EEFp0000722A
alias:          hid:b0003g0002v00000EEFp00007224
alias:          hid:b0003g0002v00000EEFp0000720C
alias:          hid:b0003g0002v00000EEFp00007207
alias:          hid:b0003g0002v00000EEFp0000480E
alias:          hid:b0003g0002v00000EEFp0000480D
alias:          hid:b0003g0002v00000EEFp00000001
alias:          hid:b0003g0002v00001FF7p00000013
alias:          hid:b0003g0002v000024B8p00000040
alias:          hid:b0003g0002v000024B8p00000020
alias:          hid:b0003g0002v00002247p00000001
alias:          hid:b0003g0002v00002087p00000F01
alias:          hid:b0003g0002v00002087p00000A01
alias:          hid:b0003g0002v00002453p00000100
alias:          hid:b0003g0002v000003EBp00002118
alias:          hid:b0003g0004v00000B05p0000184A
alias:          hid:b0003g0004v00000B05p0000183D
alias:          hid:b0003g0002v00001130p00003101
alias:          hid:b0003g0002v00000596p00000506
alias:          hid:b0003g0002v00000596p00000502
alias:          hid:b0003g0002v00000596p00000500
depends:        
retpoline:      Y
intree:         Y
name:           hid_multitouch
vermagic:       6.11.3-300.fc41.x86_64 SMP preempt mod_unload 
sig_id:         PKCS#7
signer:         Fedora kernel signing key
sig_key:        3A:F7:FD:64:5A:EC:43:DE:C6:47:EC:C9:FA:74:2D:78:C2:80:2B:23
sig_hashalgo:   sha256
signature:      90:9D:C7:A6:43:94:A8:A5:D0:FC:7C:67:51:65:AB:9D:DA:A8:4F:24:
		BC:91:8E:AC:11:BB:B6:6B:65:E5:BE:64:F9:81:1B:9A:B5:EE:AA:E0:
		13:F5:7B:F0:03:AF:9F:72:EC:A6:3C:CA:73:5A:1C:91:77:57:2B:DD:
		09:15:1D:63:1A:F5:E1:83:4B:6A:15:D0:0D:80:03:6C:6A:43:F5:53:
		F3:1C:14:5F:AA:C0:95:D8:3A:98:DA:59:A5:75:26:97:60:8F:E6:43:
		91:A5:57:BD:5B:C7:6C:CD:58:75:57:9E:B1:B0:A1:C7:B3:03:85:FB:
		1E:87:15:6E:2D:0F:C8:72:A3:17:82:48:FD:AA:F8:73:CD:58:82:05:
		E2:13:43:CC:BC:06:FC:0A:DE:C9:F8:B7:20:5D:EE:BD:EF:6C:71:39:
		F5:16:14:4C:AE:51:08:9D:F9:0C:0A:B1:58:7F:7C:CD:8C:C8:D7:92:
		82:EF:C1:08:DC:B2:D0:7C:BE:9C:23:34:B2:44:FA:42:E4:B9:57:09:
		EA:00:E6:EC:41:02:E0:AB:1A:2A:AB:A3:C9:78:37:6F:08:F6:8A:BF:
		86:90:FE:2D:E8:DD:DE:94:01:00:88:38:DF:1B:B9:64:76:8A:E3:AC:
		46:3C:16:AF:E7:A4:C2:6E:CD:39:91:1F:2C:9B:D8:21:BF:18:D5:BF:
		3A:64:AB:60:CD:2B:61:78:09:14:6D:33:0F:B8:7F:A8:75:E3:9A:8A:
		9A:1A:86:E6:5B:72:0E:8E:CC:07:CE:BB:05:E2:EA:AF:B1:49:05:A3:
		68:F1:45:87:DF:88:26:B9:DB:2C:96:CC:9B:BB:F8:0C:D2:7A:FF:CC:
		86:71:85:EB:BC:CE:71:33:62:E8:D2:1C:5E:17:86:4D:A9:94:A6:7E:
		1D:AC:E7:F7:9C:89:92:70:DC:C0:F7:27:2A:D5:3D:20:CD:F1:A3:34:
		03:FC:47:47:0E:AD:3A:F9:C9:67:DE:E8:A7:4E:A7:12:9F:29:05:FF:
		8D:EA:20:9F:C7:E5:CB:27:16:57:47:B0:2F:E6:B7:D5:3E:E9:11:EA:
		50:85:49:C0:3E:F9:E8:27:8A:23:85:39:2B:34:B4:E4:AB:B6:FD:D6:
		46:A1:39:5A:A1:FF:0E:B2:AD:7E:6E:57:75:3E:79:8C:CE:EC:94:A2:
		6C:EA:DB:AB:5F:C7:87:87:CD:CD:A1:8B:9C:3B:EB:12:AE:4F:52:12:
		74:97:65:7A:B8:BD:22:11:BA:20:74:1C:A6:F3:43:98:EE:2C:8B:02:
		01:91:F4:62:BB:92:FA:2C:16:9B:E9:AB:C0:AB:90:E5:1F:5E:A9:72:
		54:BF:03:BC:DA:99:A7:6A:4F:6B:05:6D

modinfo: ERROR: Module hid_wacom not found.

filename:       /lib/modules/6.11.3-300.fc41.x86_64/kernel/drivers/hid/wacom.ko.xz
license:        GPL
description:    USB Wacom tablet driver
author:         Vojtech Pavlik <vojtech@ucw.cz>
version:        v2.00
srcversion:     424B9B529DB04CEBB62FEB8
alias:          hid:b0005g0101v0000056Ap*
alias:          hid:b0018g0101v0000056Ap*
alias:          hid:b0003g0101v0000056Ap*
alias:          hid:b0003g*v000017EFp00006004
alias:          hid:b0003g0101v0000056Ap00005002
alias:          hid:b0003g0101v0000056Ap00005000
alias:          hid:b0003g0101v0000056Ap00004004
alias:          hid:b0003g0101v0000056Ap00004001
alias:          hid:b0005g0101v0000056Ap000003DD
alias:          hid:b0005g0101v0000056Ap000003C8
alias:          hid:b0005g0101v0000056Ap000003C6
alias:          hid:b0005g0101v0000056Ap00000393
alias:          hid:b0003g0101v0000056Ap0000037B
alias:          hid:b0003g0101v0000056Ap0000037A
alias:          hid:b0005g0101v0000056Ap00000379
alias:          hid:b0005g0101v0000056Ap00000377
alias:          hid:b0005g0101v0000056Ap00000361
alias:          hid:b0005g0101v0000056Ap00000360
alias:          hid:b0003g0101v0000056Ap00000343
alias:          hid:b0003g0101v0000056Ap0000033E
alias:          hid:b0003g0101v0000056Ap0000033D
alias:          hid:b0003g0101v0000056Ap0000033C
alias:          hid:b0003g0101v0000056Ap0000033B
alias:          hid:b0003g0101v0000056Ap00000336
alias:          hid:b0003g0101v0000056Ap00000335
alias:          hid:b0003g0101v0000056Ap00000333
alias:          hid:b0003g0101v0000056Ap00000331
alias:          hid:b0003g0101v0000056Ap0000032F
alias:          hid:b0003g0101v0000056Ap0000032C
alias:          hid:b0003g0101v0000056Ap0000032B
alias:          hid:b0003g0101v0000056Ap0000032A
alias:          hid:b0003g0101v0000056Ap00000326
alias:          hid:b0003g0101v0000056Ap00000325
alias:          hid:b0003g0101v0000056Ap00000323
alias:          hid:b0003g0101v0000056Ap00000319
alias:          hid:b0003g0101v0000056Ap00000318
alias:          hid:b0003g0101v0000056Ap00000317
alias:          hid:b0003g0101v0000056Ap00000315
alias:          hid:b0003g0101v0000056Ap00000314
alias:          hid:b0003g0101v0000056Ap0000030E
alias:          hid:b0003g0101v0000056Ap0000030C
alias:          hid:b0003g0101v0000056Ap0000030A
alias:          hid:b0003g0101v0000056Ap00000309
alias:          hid:b0003g0101v0000056Ap00000307
alias:          hid:b0003g0101v0000056Ap00000304
alias:          hid:b0003g0101v0000056Ap00000303
alias:          hid:b0003g0101v0000056Ap00000302
alias:          hid:b0003g0101v0000056Ap00000301
alias:          hid:b0003g0101v0000056Ap00000300
alias:          hid:b0003g0101v0000056Ap0000012C
alias:          hid:b0003g0101v0000056Ap00000116
alias:          hid:b0003g0101v0000056Ap0000010F
alias:          hid:b0003g0101v0000056Ap0000010E
alias:          hid:b0003g0101v0000056Ap0000010D
alias:          hid:b0003g0101v0000056Ap00000101
alias:          hid:b0003g0101v0000056Ap00000100
alias:          hid:b0003g0101v0000056Ap000000FB
alias:          hid:b0003g0101v0000056Ap000000FA
alias:          hid:b0003g0101v0000056Ap000000F8
alias:          hid:b0003g0101v0000056Ap000000F6
alias:          hid:b0003g0101v0000056Ap000000F4
alias:          hid:b0003g0101v0000056Ap000000F0
alias:          hid:b0003g0101v0000056Ap000000EF
alias:          hid:b0003g0101v0000056Ap000000ED
alias:          hid:b0003g0101v0000056Ap000000EC
alias:          hid:b0003g0101v0000056Ap000000E6
alias:          hid:b0003g0101v0000056Ap000000E5
alias:          hid:b0003g0101v0000056Ap000000E3
alias:          hid:b0003g0101v0000056Ap000000E2
alias:          hid:b0003g0101v0000056Ap000000DF
alias:          hid:b0003g0101v0000056Ap000000DE
alias:          hid:b0003g0101v0000056Ap000000DD
alias:          hid:b0003g0101v0000056Ap000000DB
alias:          hid:b0003g0101v0000056Ap000000DA
alias:          hid:b0003g0101v0000056Ap000000D8
alias:          hid:b0003g0101v0000056Ap000000D7
alias:          hid:b0003g0101v0000056Ap000000D6
alias:          hid:b0003g0101v0000056Ap000000D5
alias:          hid:b0003g0101v0000056Ap000000D4
alias:          hid:b0003g0101v0000056Ap000000D3
alias:          hid:b0003g0101v0000056Ap000000D2
alias:          hid:b0003g0101v0000056Ap000000D1
alias:          hid:b0003g0101v0000056Ap000000D0
alias:          hid:b0003g0101v0000056Ap000000CE
alias:          hid:b0003g0101v0000056Ap000000CC
alias:          hid:b0003g0101v0000056Ap000000C7
alias:          hid:b0003g0101v0000056Ap000000C6
alias:          hid:b0003g0101v0000056Ap000000C5
alias:          hid:b0003g0101v0000056Ap000000C4
alias:          hid:b0003g0101v0000056Ap000000C2
alias:          hid:b0003g0101v0000056Ap000000C0
alias:          hid:b0005g0101v0000056Ap000000BD
alias:          hid:b0003g0101v0000056Ap000000BC
alias:          hid:b0003g0101v0000056Ap000000BB
alias:          hid:b0003g0101v0000056Ap000000BA
alias:          hid:b0003g0101v0000056Ap000000B9
alias:          hid:b0003g0101v0000056Ap000000B8
alias:          hid:b0003g0101v0000056Ap000000B7
alias:          hid:b0003g0101v0000056Ap000000B5
alias:          hid:b0003g0101v0000056Ap000000B4
alias:          hid:b0003g0101v0000056Ap000000B3
alias:          hid:b0003g0101v0000056Ap000000B2
alias:          hid:b0003g0101v0000056Ap000000B1
alias:          hid:b0003g0101v0000056Ap000000B0
alias:          hid:b0003g0101v0000056Ap0000009F
alias:          hid:b0003g0101v0000056Ap0000009A
alias:          hid:b0003g0101v0000056Ap00000097
alias:          hid:b0003g0101v0000056Ap00000094
alias:          hid:b0003g0101v0000056Ap00000093
alias:          hid:b0003g0101v0000056Ap00000090
alias:          hid:b0003g0101v0000056Ap00000084
alias:          hid:b0005g0101v0000056Ap00000081
alias:          hid:b0003g0101v0000056Ap0000006B
alias:          hid:b0003g0101v0000056Ap0000006A
alias:          hid:b0003g0101v0000056Ap00000069
alias:          hid:b0003g0101v0000056Ap00000065
alias:          hid:b0003g0101v0000056Ap00000064
alias:          hid:b0003g0101v0000056Ap00000063
alias:          hid:b0003g0101v0000056Ap00000062
alias:          hid:b0003g0101v0000056Ap00000061
alias:          hid:b0003g0101v0000056Ap00000060
alias:          hid:b0003g0101v0000056Ap0000005E
alias:          hid:b0003g0101v0000056Ap0000005D
alias:          hid:b0003g0101v0000056Ap0000005B
alias:          hid:b0003g0101v0000056Ap00000059
alias:          hid:b0003g0101v0000056Ap00000057
alias:          hid:b0003g0101v0000056Ap00000047
alias:          hid:b0003g0101v0000056Ap00000045
alias:          hid:b0003g0101v0000056Ap00000044
alias:          hid:b0003g0101v0000056Ap00000043
alias:          hid:b0003g0101v0000056Ap00000042
alias:          hid:b0003g0101v0000056Ap00000041
alias:          hid:b0003g0101v0000056Ap0000003F
alias:          hid:b0003g0101v0000056Ap00000039
alias:          hid:b0003g0101v0000056Ap00000038
alias:          hid:b0003g0101v0000056Ap00000037
alias:          hid:b0003g0101v0000056Ap00000035
alias:          hid:b0003g0101v0000056Ap00000034
alias:          hid:b0003g0101v0000056Ap00000033
alias:          hid:b0003g0101v0000056Ap00000032
alias:          hid:b0003g0101v0000056Ap00000031
alias:          hid:b0003g0101v0000056Ap00000030
alias:          hid:b0003g0101v0000056Ap0000002A
alias:          hid:b0003g0101v0000056Ap00000029
alias:          hid:b0003g0101v0000056Ap00000028
alias:          hid:b0003g0101v0000056Ap00000027
alias:          hid:b0003g0101v0000056Ap00000026
alias:          hid:b0003g0101v0000056Ap00000024
alias:          hid:b0003g0101v0000056Ap00000023
alias:          hid:b0003g0101v0000056Ap00000022
alias:          hid:b0003g0101v0000056Ap00000021
alias:          hid:b0003g0101v0000056Ap00000020
alias:          hid:b0003g0101v0000056Ap00000019
alias:          hid:b0003g0101v0000056Ap00000018
alias:          hid:b0003g0101v0000056Ap00000017
alias:          hid:b0003g0101v0000056Ap00000016
alias:          hid:b0003g0101v0000056Ap00000015
alias:          hid:b0003g0101v0000056Ap00000014
alias:          hid:b0003g0101v0000056Ap00000013
alias:          hid:b0003g0101v0000056Ap00000012
alias:          hid:b0003g0101v0000056Ap00000011
alias:          hid:b0003g0101v0000056Ap00000010
alias:          hid:b0003g0101v0000056Ap00000003
alias:          hid:b0003g0101v0000056Ap00000000
depends:        
retpoline:      Y
intree:         Y
name:           wacom
vermagic:       6.11.3-300.fc41.x86_64 SMP preempt mod_unload 
sig_id:         PKCS#7
signer:         Fedora kernel signing key
sig_key:        3A:F7:FD:64:5A:EC:43:DE:C6:47:EC:C9:FA:74:2D:78:C2:80:2B:23
sig_hashalgo:   sha256
signature:      BD:57:0C:E7:10:99:19:6B:54:05:4A:52:FC:64:F8:EE:77:25:47:1C:
		D6:AC:44:6C:04:ED:AF:EA:B6:B7:5B:82:67:41:09:96:A9:20:93:A4:
		3A:C1:D1:02:E3:E6:60:08:22:60:2A:AC:B4:CB:F2:2C:71:92:41:C0:
		12:28:08:B9:7A:34:19:46:07:0B:DA:77:7F:AE:BA:2A:E1:06:B2:69:
		15:23:B3:23:40:1E:9B:D7:D5:BC:40:E3:D0:67:97:01:2A:E3:6D:E5:
		69:FF:9A:1A:AC:52:16:89:9C:6E:76:F2:17:04:0C:66:04:46:6C:FF:
		5A:F0:34:F0:40:06:3B:04:E3:2C:0F:6C:DB:5F:F7:71:4B:2E:A2:D5:
		B1:A3:3A:BB:14:16:65:EB:94:1B:13:AF:4F:15:F3:A6:F2:57:EF:B4:
		03:63:85:4F:5D:16:92:BC:95:D1:33:F5:84:3F:29:23:D5:6D:63:57:
		03:06:14:78:A2:E8:FB:D0:DD:F4:E7:FC:DE:DC:44:3F:85:88:55:4B:
		77:85:EE:99:B2:F1:21:8E:BB:69:FF:7F:78:43:BB:9F:D9:A9:7D:47:
		56:6D:B7:3F:F6:BB:40:C5:4E:19:C7:59:04:CA:E5:1E:D9:C4:42:7A:
		1D:C7:F3:EB:D7:58:73:C3:8B:0F:71:1C:6B:74:25:1E:C2:71:86:7E:
		36:1A:09:6E:21:07:62:B5:59:D4:1F:DC:E3:4E:63:E7:9F:C1:A9:98:
		47:29:01:F8:3B:73:BD:E5:DF:DB:4C:9A:C1:4E:C4:32:EE:3C:C9:75:
		C2:F2:4D:23:06:6F:61:34:8D:65:5B:55:6F:DC:B5:94:5D:E4:74:05:
		50:96:C4:F2:13:DC:E9:19:0E:24:53:A6:12:D1:72:B4:46:BE:F1:40:
		DC:BE:66:C6:81:3C:6F:03:FD:8E:C3:86:2C:89:7B:80:41:61:C5:E7:
		0E:D4:E8:AC:A0:F8:D5:BB:CA:4B:BB:D5:4F:1F:3C:D5:E6:47:02:A2:
		F2:17:B5:47:D5:A2:CE:46:57:F8:DD:90:66:D7:A3:11:1B:D4:13:A1:
		F3:B1:07:08:9D:0B:2B:7B:14:EF:09:2B:A5:36:40:C2:F1:58:4A:22:
		8F:B7:C9:96:3E:A2:57:4F:30:60:23:4C:74:36:20:77:F7:81:5E:D2:
		2C:73:59:62:17:3E:9A:BB:6C:AA:C4:FB:A5:67:08:80:66:EF:57:50:
		B8:C6:44:D4:05:45:67:C5:9C:EB:AE:69:6E:79:20:2E:9C:01:71:CB:
		9E:05:49:1F:07:0D:5C:54:0D:F6:66:E4:8C:5F:A1:B2:02:3A:A4:66:
		38:58:31:7C:93:66:A3:42:96:AB:86:48
parm:           touch_arbitration: on (Y) off (N) (bool)

filename:       /lib/modules/6.11.3-300.fc41.x86_64/kernel/drivers/input/touchscreen/wacom_w8001.ko.xz
license:        GPL
description:    Wacom W8001 serial touchscreen driver
author:         Jaya Kumar <jayakumar.lkml@gmail.com>
alias:          serio:ty02pr39id*ex*
depends:        
retpoline:      Y
intree:         Y
name:           wacom_w8001
vermagic:       6.11.3-300.fc41.x86_64 SMP preempt mod_unload 
sig_id:         PKCS#7
signer:         Fedora kernel signing key
sig_key:        3A:F7:FD:64:5A:EC:43:DE:C6:47:EC:C9:FA:74:2D:78:C2:80:2B:23
